IdEmploye,Date,TauxOccupation,PrimePerformance,JoursAbsence
52,2020-10-31,89.93,1741.82,4
52,2020-11-30,88.81,1075.54,2
52,2020-12-31,74.6,909.1,2
52,2021-01-31,88.86,612.18,4
52,2021-02-28,82.82,233.22,3
52,2021-03-31,93.39,1011.94,0
52,2021-04-30,63.07,1500.76,1
52,2021-05-31,77.89,1372.4,0
52,2021-06-30,87.62,255.09,4
52,2021-07-31,87.53,810.36,0
52,2021-08-31,59.3,1882.17,0
52,2021-09-30,85.25,608.37,2
52,2021-10-31,63.03,1362.42,4
52,2021-11-30,67.68,1068.41,2
52,2021-12-31,99.98,1092.32,4
52,2022-01-31,71.68,564.09,4
52,2022-02-28,87.45,1629.49,1
52,2022-03-31,74.69,761.82,4
52,2022-04-30,95.85,1472.18,0
52,2022-05-31,83.47,1338.67,0
52,2022-06-30,50.44,1489.03,4
52,2022-07-31,89.33,810.09,4
52,2022-08-31,85.36,1409.0,1
52,2022-09-30,67.04,935.28,3
52,2022-10-31,88.18,374.51,1
52,2022-11-30,70.54,1146.23,2
52,2022-12-31,97.12,1975.37,1
52,2023-01-31,53.2,498.79,2
52,2023-02-28,79.8,1359.86,1
52,2023-03-31,67.82,661.07,4
52,2023-04-30,85.28,1239.22,2
52,2023-05-31,57.8,1500.05,3
52,2023-06-30,83.32,442.5,2
52,2023-07-31,97.73,431.44,1
52,2023-08-31,75.31,246.14,2
52,2023-09-30,59.21,391.61,2
52,2023-10-31,61.45,418.92,2
52,2023-11-30,98.08,1188.11,0
52,2023-12-31,78.75,1801.88,4
52,2024-01-31,88.6,269.17,0
52,2024-02-29,89.95,1140.86,4
52,2024-03-31,56.44,1739.57,1
52,2024-04-30,83.75,1962.39,1
52,2024-05-31,74.66,1743.19,2
52,2024-06-30,89.68,705.06,2
52,2024-07-31,55.23,1574.3,3
52,2024-08-31,90.7,1291.0,1
52,2024-09-30,73.02,408.83,0
52,2024-10-31,71.62,1670.18,1
52,2024-11-30,51.93,1556.31,1
52,2024-12-31,53.29,1319.9,0
53,2020-01-31,99.51,1539.81,4
53,2020-02-29,65.21,1009.51,3
53,2020-03-31,70.26,1931.59,4
53,2020-04-30,68.73,345.4,3
53,2020-05-31,70.26,579.04,2
53,2020-06-30,84.73,299.87,3
53,2020-07-31,61.72,1516.89,1
53,2020-08-31,92.77,365.41,2
53,2020-09-30,68.04,1301.98,0
53,2020-10-31,65.14,1090.31,1
53,2020-11-30,56.39,762.33,0
53,2020-12-31,76.91,1625.9,3
53,2021-01-31,80.44,941.21,3
53,2021-02-28,82.38,1872.97,4
53,2021-03-31,61.5,210.3,3
53,2021-04-30,60.12,1802.21,1
53,2021-05-31,81.0,1164.11,1
53,2021-06-30,74.76,1296.6,1
53,2021-07-31,79.75,784.68,3
53,2021-08-31,74.05,946.01,1
53,2021-09-30,91.72,956.52,2
53,2021-10-31,93.65,1754.52,2
53,2021-11-30,60.44,1595.26,4
53,2021-12-31,59.6,1827.97,3
53,2022-01-31,92.92,1065.33,4
53,2022-02-28,81.12,1391.02,2
53,2022-03-31,98.3,1841.19,1
53,2022-04-30,84.01,304.64,2
53,2022-05-31,95.29,1967.03,3
53,2022-06-30,63.03,1184.45,3
53,2022-07-31,54.04,1774.88,3
53,2022-08-31,96.29,492.78,1
53,2022-09-30,77.85,1735.32,1
53,2022-10-31,69.74,1539.51,1
53,2022-11-30,67.7,1804.62,1
53,2022-12-31,95.64,366.6,3
53,2023-01-31,59.73,903.29,2
53,2023-02-28,62.33,1403.05,1
53,2023-03-31,72.41,1887.55,3
53,2023-04-30,65.85,1467.71,3
53,2023-05-31,84.63,1265.94,3
53,2023-06-30,67.84,739.79,3
53,2023-07-31,56.54,1228.46,0
53,2023-08-31,83.92,1388.96,2
53,2023-09-30,84.45,514.9,0
53,2023-10-31,93.52,847.0,2
53,2023-11-30,84.93,662.92,2
53,2023-12-31,76.65,448.22,1
53,2024-01-31,75.3,600.24,2
53,2024-02-29,97.43,1354.68,2
53,2024-03-31,83.79,1988.54,2
53,2024-04-30,75.63,1416.34,1
53,2024-05-31,69.76,1039.35,4
53,2024-06-30,96.2,1406.75,1
53,2024-07-31,51.55,1811.71,3
53,2024-08-31,95.34,1072.05,4
53,2024-09-30,51.7,1716.42,0
53,2024-10-31,54.67,1472.28,3
53,2024-11-30,63.65,204.42,4
53,2024-12-31,70.9,354.13,4
54,2020-01-31,97.26,1295.31,3
54,2020-02-29,96.21,1595.57,2
54,2020-03-31,94.36,666.61,4
54,2020-04-30,85.62,863.07,0
54,2020-05-31,65.56,1082.64,0
54,2020-06-30,51.15,440.09,0
54,2020-07-31,93.29,437.86,1
54,2020-08-31,67.32,1278.88,4
54,2020-09-30,68.61,394.67,0
54,2020-10-31,63.6,1497.2,4
54,2020-11-30,82.56,598.54,4
54,2020-12-31,66.74,1116.72,2
54,2021-01-31,77.6,843.28,3
54,2021-02-28,68.41,281.99,3
54,2021-03-31,50.66,1186.06,4
54,2021-04-30,90.96,1993.06,4
54,2021-05-31,72.09,1111.47,4
54,2021-06-30,85.92,905.65,2
54,2021-07-31,78.0,1010.7,0
54,2021-08-31,97.64,1630.19,4
54,2021-09-30,73.53,580.52,2
54,2021-10-31,97.9,1259.35,4
54,2021-11-30,86.57,1980.8,3
54,2021-12-31,52.3,835.44,2
54,2022-01-31,55.2,1620.8,2
54,2022-02-28,51.21,1815.97,2
54,2022-03-31,60.47,254.72,4
54,2022-04-30,71.17,510.39,3
54,2022-05-31,70.16,1883.98,4
54,2022-06-30,71.97,1542.95,3
54,2022-07-31,68.55,1341.61,4
54,2022-08-31,94.44,1354.88,0
54,2022-09-30,69.96,1006.3,0
54,2022-10-31,88.78,718.67,2
54,2022-11-30,97.45,1892.22,3
54,2022-12-31,72.35,660.77,1
54,2023-01-31,84.41,1974.75,1
54,2023-02-28,56.08,409.53,4
54,2023-03-31,81.0,465.23,0
54,2023-04-30,67.34,1752.33,0
54,2023-05-31,51.12,1297.11,3
54,2023-06-30,71.68,631.27,4
54,2023-07-31,97.15,523.34,4
54,2023-08-31,97.96,329.38,3
54,2023-09-30,50.6,1097.33,0
54,2023-10-31,60.44,1074.48,1
54,2023-11-30,92.17,1492.41,3
54,2023-12-31,84.67,1892.72,3
54,2024-01-31,68.62,704.1,4
54,2024-02-29,58.73,785.73,0
54,2024-03-31,81.69,1224.32,1
54,2024-04-30,83.57,1982.35,1
54,2024-05-31,64.17,1352.16,1
54,2024-06-30,91.72,832.94,3
54,2024-07-31,81.08,430.81,3
54,2024-08-31,86.98,1610.55,1
54,2024-09-30,61.36,901.33,0
54,2024-10-31,87.77,1822.98,2
54,2024-11-30,62.8,415.81,3
54,2024-12-31,69.19,454.79,3
55,2020-01-31,51.92,695.1,4
55,2020-02-29,62.44,978.01,4
55,2020-03-31,71.37,1877.29,2
55,2020-04-30,53.28,922.6,1
55,2020-05-31,74.68,1453.78,1
55,2020-06-30,85.13,1896.99,4
55,2020-07-31,81.82,908.99,2
55,2020-08-31,80.48,399.06,2
55,2020-09-30,77.92,255.97,4
55,2020-10-31,76.46,1777.17,1
55,2020-11-30,83.55,234.77,4
55,2020-12-31,79.42,818.04,3
55,2021-01-31,59.36,1591.95,2
55,2021-02-28,98.14,826.53,0
55,2021-03-31,98.55,1969.54,0
55,2021-04-30,95.09,791.32,4
55,2021-05-31,51.24,878.3,0
55,2021-06-30,69.99,261.28,0
55,2021-07-31,77.29,808.66,3
55,2021-08-31,94.75,1413.56,4
55,2021-09-30,96.63,676.09,4
55,2021-10-31,54.5,1214.09,2
55,2021-11-30,65.0,706.98,3
55,2021-12-31,90.84,1570.43,1
55,2022-01-31,62.27,1938.42,4
55,2022-02-28,93.99,559.51,3
55,2022-03-31,67.12,992.63,2
55,2022-04-30,79.38,772.29,4
55,2022-05-31,86.54,276.2,0
55,2022-06-30,91.71,755.83,0
55,2022-07-31,67.38,409.52,3
55,2022-08-31,77.42,408.9,3
55,2022-09-30,64.78,1901.01,3
55,2022-10-31,85.42,322.27,4
55,2022-11-30,73.24,1912.84,0
55,2022-12-31,88.98,1283.78,4
55,2023-01-31,82.0,1589.87,0
55,2023-02-28,78.95,617.42,4
55,2023-03-31,50.95,1472.37,2
55,2023-04-30,72.13,406.35,2
55,2023-05-31,63.1,1439.93,3
55,2023-06-30,86.49,496.41,1
55,2023-07-31,73.16,483.7,1
55,2023-08-31,92.96,926.34,1
55,2023-09-30,92.54,1118.03,3
55,2023-10-31,90.04,1088.28,2
55,2023-11-30,97.32,460.82,4
55,2023-12-31,79.83,1504.03,1
55,2024-01-31,50.22,692.97,2
55,2024-02-29,82.68,233.97,2
55,2024-03-31,96.1,1552.07,1
55,2024-04-30,88.46,971.94,2
55,2024-05-31,68.59,639.37,0
55,2024-06-30,77.9,656.99,0
55,2024-07-31,96.09,1879.33,1
55,2024-08-31,89.91,979.53,3
55,2024-09-30,63.63,543.36,2
55,2024-10-31,73.35,610.04,3
55,2024-11-30,69.17,764.14,1
55,2024-12-31,80.25,1439.53,4
56,2020-01-31,67.49,763.98,0
56,2020-02-29,90.88,1981.81,1
56,2020-03-31,50.55,505.63,4
56,2020-04-30,80.6,1618.16,3
56,2020-05-31,56.34,1519.44,3
56,2020-06-30,72.43,1789.64,1
56,2020-07-31,91.74,296.03,4
56,2020-08-31,81.48,1079.67,0
56,2020-09-30,75.3,917.55,1
56,2020-10-31,70.84,330.97,0
56,2020-11-30,83.77,358.16,2
56,2020-12-31,96.28,876.27,1
56,2021-01-31,64.54,679.69,4
56,2021-02-28,63.01,1895.43,3
56,2021-03-31,84.74,343.31,0
56,2021-04-30,79.47,1431.61,4
56,2021-05-31,73.76,547.04,3
56,2021-06-30,90.41,435.1,0
56,2021-07-31,90.87,1114.01,1
56,2021-08-31,66.61,1821.31,2
56,2021-09-30,55.86,738.82,2
56,2021-10-31,81.65,1197.55,2
56,2021-11-30,94.8,946.32,2
56,2021-12-31,69.66,1687.45,1
56,2022-01-31,81.09,244.95,4
56,2022-02-28,71.54,1366.61,3
56,2022-03-31,61.53,1045.66,4
56,2022-04-30,93.47,627.86,3
56,2022-05-31,65.96,906.41,3
56,2022-06-30,83.6,257.82,4
56,2022-07-31,84.32,582.27,2
56,2022-08-31,52.93,587.87,4
56,2022-09-30,91.14,1172.53,1
56,2022-10-31,59.13,1297.76,3
56,2022-11-30,65.72,1692.01,3
56,2022-12-31,69.46,1203.76,2
56,2023-01-31,77.11,1800.53,1
56,2023-02-28,67.17,921.62,4
56,2023-03-31,97.16,1501.25,4
56,2023-04-30,64.68,948.27,2
56,2023-05-31,77.3,1184.65,4
56,2023-06-30,74.49,400.95,4
56,2023-07-31,65.42,1792.09,3
56,2023-08-31,75.7,1783.43,1
56,2023-09-30,94.17,488.71,0
56,2023-10-31,75.14,1318.16,1
56,2023-11-30,96.56,850.61,4
56,2023-12-31,87.0,1329.86,3
56,2024-01-31,90.0,1884.43,1
56,2024-02-29,84.29,232.18,1
56,2024-03-31,85.63,862.23,2
56,2024-04-30,91.92,1199.92,0
56,2024-05-31,60.0,371.45,4
56,2024-06-30,56.31,907.33,1
56,2024-07-31,95.31,1111.47,3
56,2024-08-31,87.18,810.33,0
56,2024-09-30,56.08,1658.12,3
56,2024-10-31,72.53,963.02,4
56,2024-11-30,97.25,1186.77,0
56,2024-12-31,78.32,1481.7,0
57,2020-01-31,90.61,1422.43,0
57,2020-02-29,78.24,1749.67,4
57,2020-03-31,74.52,770.39,4
57,2020-04-30,70.7,656.65,1
57,2020-05-31,54.23,283.69,2
57,2020-06-30,63.17,207.07,3
57,2020-07-31,59.41,1798.42,1
57,2020-08-31,76.03,1503.58,2
57,2020-09-30,64.33,1606.68,2
57,2020-10-31,56.39,1906.29,3
57,2020-11-30,65.28,1091.94,1
57,2020-12-31,62.54,1810.17,4
57,2021-01-31,81.98,1394.78,3
57,2021-02-28,66.76,1753.5,2
57,2021-03-31,83.94,1051.05,4
57,2021-04-30,66.04,1063.17,4
57,2021-05-31,93.64,1634.58,1
57,2021-06-30,57.55,1461.27,4
57,2021-07-31,69.25,1705.65,2
57,2021-08-31,52.74,1465.95,3
57,2021-09-30,89.43,832.6,2
57,2021-10-31,54.39,1709.14,3
57,2021-11-30,61.95,571.72,0
57,2021-12-31,68.11,591.43,1
57,2022-01-31,84.98,728.04,0
57,2022-02-28,63.7,317.35,1
57,2022-03-31,55.78,328.46,1
57,2022-04-30,74.28,817.21,1
57,2022-05-31,64.08,339.67,2
57,2022-06-30,84.96,240.49,4
57,2022-07-31,80.69,1322.53,4
57,2022-08-31,91.8,420.88,2
57,2022-09-30,94.33,243.52,1
57,2022-10-31,70.15,229.77,2
57,2022-11-30,62.61,886.28,4
57,2022-12-31,53.7,514.99,3
57,2023-01-31,71.47,297.86,0
57,2023-02-28,99.94,869.35,3
57,2023-03-31,92.92,1997.5,2
57,2023-04-30,95.69,588.39,3
57,2023-05-31,67.77,1233.69,3
57,2023-06-30,97.56,338.66,0
57,2023-07-31,94.21,1546.66,0
57,2023-08-31,95.27,266.41,2
57,2023-09-30,80.84,1161.38,0
57,2023-10-31,54.02,1796.58,0
57,2023-11-30,87.43,708.01,2
57,2023-12-31,73.19,305.83,0
57,2024-01-31,54.91,1004.45,1
57,2024-02-29,63.98,1227.34,3
57,2024-03-31,93.24,1793.21,4
57,2024-04-30,73.21,1868.91,2
57,2024-05-31,98.51,1192.98,2
57,2024-06-30,74.78,391.91,1
57,2024-07-31,69.11,1269.94,0
57,2024-08-31,79.95,1741.28,0
57,2024-09-30,76.85,1209.9,2
57,2024-10-31,60.31,924.96,1
57,2024-11-30,84.77,654.94,3
57,2024-12-31,58.21,1555.87,3
58,2020-01-31,74.67,1229.86,1
58,2020-02-29,98.7,548.09,2
58,2020-03-31,87.26,428.7,2
58,2020-04-30,85.51,575.91,4
58,2020-05-31,84.94,1827.5,2
58,2020-06-30,85.43,1322.18,4
58,2020-07-31,91.67,1872.45,2
58,2020-08-31,88.43,1264.98,2
58,2020-09-30,99.72,268.95,4
58,2020-10-31,50.28,277.01,0
58,2020-11-30,76.67,1744.39,3
58,2020-12-31,87.72,1249.58,0
58,2021-01-31,75.39,1658.37,1
58,2021-02-28,75.46,1449.69,2
58,2021-03-31,78.26,647.65,0
58,2021-04-30,81.7,662.57,3
58,2021-05-31,94.65,1920.55,2
58,2021-06-30,50.42,398.64,1
58,2021-07-31,61.06,1976.23,1
58,2021-08-31,59.76,276.46,4
58,2021-09-30,92.9,1420.51,4
58,2021-10-31,78.08,1486.74,3
58,2021-11-30,85.61,370.43,3
58,2021-12-31,93.51,1242.09,3
58,2022-01-31,71.15,1723.3,3
58,2022-02-28,99.6,529.21,2
58,2022-03-31,72.48,1566.29,2
58,2022-04-30,73.84,438.65,3
58,2022-05-31,89.01,723.01,4
58,2022-06-30,99.74,406.62,2
58,2022-07-31,58.02,1487.82,2
58,2022-08-31,55.27,1937.87,3
58,2022-09-30,58.08,632.96,1
58,2022-10-31,61.1,817.16,3
58,2022-11-30,78.52,366.36,3
58,2022-12-31,82.84,985.43,4
58,2023-01-31,90.3,435.12,1
58,2023-02-28,89.35,1031.25,1
58,2023-03-31,95.98,1159.76,1
58,2023-04-30,93.54,1341.25,1
58,2023-05-31,63.06,375.87,1
58,2023-06-30,79.68,1796.12,0
58,2023-07-31,99.1,313.46,3
58,2023-08-31,51.53,1945.8,0
58,2023-09-30,98.68,718.29,4
58,2023-10-31,87.88,1214.25,4
58,2023-11-30,70.37,1215.81,2
58,2023-12-31,89.61,1564.63,4
58,2024-01-31,91.4,1473.42,4
58,2024-02-29,79.23,1979.62,2
58,2024-03-31,54.06,237.52,1
58,2024-04-30,85.07,1489.46,2
58,2024-05-31,73.71,1042.15,3
58,2024-06-30,91.28,1886.19,0
58,2024-07-31,94.32,694.94,1
58,2024-08-31,92.81,1083.1,3
58,2024-09-30,50.3,1048.35,2
58,2024-10-31,92.48,1925.21,3
58,2024-11-30,64.89,1208.68,1
58,2024-12-31,79.99,830.07,2
59,2020-01-31,56.2,1098.58,0
59,2020-02-29,62.04,1028.95,3
59,2020-03-31,94.79,1445.27,1
59,2020-04-30,84.59,1393.51,4
59,2020-05-31,84.06,951.42,2
59,2020-06-30,87.82,1603.93,4
59,2020-07-31,55.09,946.58,4
59,2020-08-31,80.17,565.68,1
59,2020-09-30,56.52,406.63,4
59,2020-10-31,99.89,640.44,1
59,2020-11-30,86.72,1435.25,4
59,2020-12-31,54.92,1962.96,4
59,2021-01-31,93.54,207.43,1
59,2021-02-28,84.49,1218.02,4
59,2021-03-31,69.4,534.09,3
59,2021-04-30,75.9,1467.89,1
59,2021-05-31,74.22,363.51,2
59,2021-06-30,61.98,1747.15,3
59,2021-07-31,68.5,512.1,2
59,2021-08-31,63.62,1188.48,4
59,2021-09-30,57.82,1430.99,2
59,2021-10-31,52.46,1449.84,1
59,2021-11-30,92.25,792.64,1
59,2021-12-31,97.7,1119.81,1
59,2022-01-31,52.27,484.09,2
59,2022-02-28,65.49,553.19,4
59,2022-03-31,72.65,1779.97,0
59,2022-04-30,72.19,642.98,1
59,2022-05-31,66.04,896.88,3
59,2022-06-30,92.08,975.95,1
59,2022-07-31,72.38,1850.64,4
59,2022-08-31,90.38,1394.4,3
59,2022-09-30,78.64,922.73,4
59,2022-10-31,79.46,696.23,4
59,2022-11-30,70.59,234.38,4
59,2022-12-31,84.24,1707.93,1
59,2023-01-31,51.89,1959.74,1
59,2023-02-28,96.93,770.5,3
59,2023-03-31,54.0,636.19,1
59,2023-04-30,76.43,1870.34,1
59,2023-05-31,93.49,1008.12,2
59,2023-06-30,55.76,1869.76,1
59,2023-07-31,92.38,579.22,2
59,2023-08-31,60.27,675.64,4
59,2023-09-30,58.73,327.47,1
59,2023-10-31,83.79,1651.81,3
59,2023-11-30,71.97,308.8,3
59,2023-12-31,51.31,878.13,2
59,2024-01-31,62.63,1923.87,0
59,2024-02-29,97.9,590.17,2
59,2024-03-31,61.91,1731.97,1
59,2024-04-30,59.84,1356.64,2
59,2024-05-31,72.66,1507.59,2
59,2024-06-30,69.8,1969.83,0
59,2024-07-31,61.59,394.74,1
59,2024-08-31,76.16,1818.46,3
59,2024-09-30,87.48,1117.77,2
59,2024-10-31,70.22,607.35,2
59,2024-11-30,78.22,1914.14,4
59,2024-12-31,60.42,425.69,2
60,2020-01-31,96.53,971.02,3
60,2020-02-29,70.07,1210.74,0
60,2020-03-31,98.62,322.88,2
60,2020-04-30,62.29,1058.08,3
60,2020-05-31,86.2,1391.51,0
60,2020-06-30,83.56,258.28,0
60,2020-07-31,81.28,293.1,1
60,2020-08-31,60.08,1653.6,3
60,2020-09-30,81.37,1219.13,1
60,2020-10-31,62.63,1541.81,2
60,2020-11-30,56.85,1728.33,1
60,2020-12-31,93.12,821.49,2
60,2021-01-31,93.65,1536.92,4
60,2021-02-28,55.93,252.17,1
60,2021-03-31,65.09,1725.62,3
60,2021-04-30,92.48,987.71,1
60,2021-05-31,59.3,399.89,3
60,2021-06-30,63.38,1676.11,0
60,2021-07-31,61.82,821.76,2
60,2021-08-31,71.23,1707.19,3
60,2021-09-30,67.45,1016.94,0
60,2021-10-31,98.7,789.59,2
60,2021-11-30,61.32,1242.68,2
60,2021-12-31,83.51,1034.32,1
60,2022-01-31,81.58,771.97,1
60,2022-02-28,55.68,405.29,2
60,2022-03-31,61.49,264.09,4
60,2022-04-30,55.13,1734.03,4
60,2022-05-31,79.37,1013.93,1
60,2022-06-30,58.76,1052.81,4
60,2022-07-31,57.81,1923.55,0
60,2022-08-31,86.84,1442.37,4
60,2022-09-30,96.16,331.25,2
60,2022-10-31,60.76,783.25,1
60,2022-11-30,53.88,905.05,1
60,2022-12-31,79.19,925.46,2
60,2023-01-31,62.33,1645.57,3
60,2023-02-28,80.7,1749.54,4
60,2023-03-31,72.33,698.1,1
60,2023-04-30,68.25,1782.95,0
60,2023-05-31,83.22,1426.05,2
60,2023-06-30,69.6,1124.11,0
60,2023-07-31,55.29,700.26,2
60,2023-08-31,80.19,987.29,2
60,2023-09-30,85.71,1465.13,0
60,2023-10-31,91.04,306.21,4
60,2023-11-30,79.66,620.11,0
60,2023-12-31,52.67,1937.72,3
60,2024-01-31,72.48,1650.23,4
60,2024-02-29,64.64,1423.11,0
60,2024-03-31,58.78,1385.52,4
60,2024-04-30,53.42,222.67,4
60,2024-05-31,96.69,1809.11,2
60,2024-06-30,61.63,1310.39,1
60,2024-07-31,99.58,1969.79,0
60,2024-08-31,74.59,429.94,1
60,2024-09-30,84.12,382.83,0
60,2024-10-31,66.55,504.15,1
60,2024-11-30,55.01,805.0,0
60,2024-12-31,74.27,803.86,0
61,2020-01-31,62.85,1730.38,0
61,2020-02-29,80.75,1958.94,3
61,2020-03-31,66.13,321.6,2
61,2020-04-30,98.43,1589.26,4
61,2020-05-31,66.69,1985.67,1
61,2020-06-30,96.8,371.12,0
61,2020-07-31,56.67,1783.83,0
61,2020-08-31,55.23,576.96,0
61,2020-09-30,82.53,582.72,4
61,2020-10-31,76.75,1635.48,3
61,2020-11-30,76.68,1682.22,3
61,2020-12-31,81.64,635.76,2
61,2021-01-31,54.99,1598.3,3
61,2021-02-28,53.43,503.49,1
61,2021-03-31,82.42,1225.69,1
61,2021-04-30,53.88,1874.01,3
61,2021-05-31,52.04,340.46,0
61,2021-06-30,90.78,1312.28,2
61,2021-07-31,60.8,1511.56,3
61,2021-08-31,70.89,725.28,3
61,2021-09-30,79.89,1604.3,2
61,2021-10-31,94.4,927.55,4
61,2021-11-30,99.42,1045.64,2
61,2021-12-31,99.09,1463.52,2
61,2022-01-31,79.96,372.2,4
61,2022-02-28,97.21,1261.11,2
61,2022-03-31,73.43,1980.52,2
61,2022-04-30,75.26,1925.64,3
61,2022-05-31,83.47,230.87,1
61,2022-06-30,93.99,1742.96,4
61,2022-07-31,73.1,222.3,4
61,2022-08-31,73.02,1832.55,1
61,2022-09-30,71.59,1944.83,1
61,2022-10-31,50.41,1354.63,3
61,2022-11-30,63.63,1240.95,1
61,2022-12-31,82.73,288.31,0
61,2023-01-31,99.28,1788.31,3
61,2023-02-28,58.91,1439.28,0
61,2023-03-31,59.42,1100.89,2
61,2023-04-30,57.51,1387.52,4
61,2023-05-31,92.29,1901.66,2
61,2023-06-30,53.35,1370.55,2
61,2023-07-31,89.5,315.62,0
61,2023-08-31,95.81,1835.23,2
61,2023-09-30,62.63,788.94,3
61,2023-10-31,69.68,1069.85,1
61,2023-11-30,57.26,1034.89,2
61,2023-12-31,66.87,1339.59,0
61,2024-01-31,80.43,474.78,0
61,2024-02-29,67.77,706.8,2
61,2024-03-31,52.51,913.9,4
61,2024-04-30,78.4,497.58,0
61,2024-05-31,87.55,315.06,2
61,2024-06-30,84.66,1324.85,1
61,2024-07-31,78.71,1101.36,1
61,2024-08-31,72.81,570.13,0
61,2024-09-30,91.2,1781.84,0
61,2024-10-31,84.14,1893.29,0
61,2024-11-30,86.9,431.05,4
61,2024-12-31,79.27,1526.76,4
62,2020-01-31,76.78,614.76,4
62,2020-02-29,76.64,1347.73,2
62,2020-03-31,63.44,1997.66,3
62,2020-04-30,59.34,1237.82,2
62,2020-05-31,98.55,1962.63,3
62,2020-06-30,78.27,686.17,3
62,2020-07-31,57.14,382.03,2
62,2020-08-31,92.66,1487.0,1
62,2020-09-30,68.33,1960.21,4
62,2020-10-31,96.78,1398.21,2
62,2020-11-30,78.53,996.18,3
62,2020-12-31,79.68,681.22,2
62,2021-01-31,82.59,539.77,4
62,2021-02-28,94.33,1212.11,3
62,2021-03-31,97.74,1070.04,1
62,2021-04-30,65.2,677.41,3
62,2021-05-31,80.72,1843.84,0
62,2021-06-30,80.81,479.29,3
62,2021-07-31,75.39,1996.95,1
62,2021-08-31,73.05,1623.93,3
62,2021-09-30,90.84,740.95,3
62,2021-10-31,67.91,354.52,1
62,2021-11-30,93.56,1946.12,2
62,2021-12-31,88.11,1982.2,2
62,2022-01-31,64.8,640.66,0
62,2022-02-28,56.83,1192.39,3
62,2022-03-31,72.7,581.89,4
62,2022-04-30,64.62,794.56,2
62,2022-05-31,77.3,921.69,2
62,2022-06-30,68.72,689.75,1
62,2022-07-31,69.4,890.45,1
62,2022-08-31,53.24,1529.89,1
62,2022-09-30,53.21,607.29,4
62,2022-10-31,66.17,1129.22,1
62,2022-11-30,54.7,1317.93,3
62,2022-12-31,99.61,1380.07,4
62,2023-01-31,91.07,1121.25,2
62,2023-02-28,90.34,229.77,4
62,2023-03-31,82.75,876.37,2
62,2023-04-30,97.83,562.6,2
62,2023-05-31,70.16,873.35,4
62,2023-06-30,57.88,1129.41,2
62,2023-07-31,71.63,1042.55,1
62,2023-08-31,93.62,1339.95,0
62,2023-09-30,52.73,1715.98,2
62,2023-10-31,94.81,690.63,4
62,2023-11-30,79.58,222.78,4
62,2023-12-31,80.8,540.23,3
62,2024-01-31,97.73,799.53,2
62,2024-02-29,65.67,468.98,4
62,2024-03-31,59.67,1166.74,4
62,2024-04-30,62.76,360.65,2
62,2024-05-31,71.31,1902.52,1
62,2024-06-30,55.04,1290.03,0
62,2024-07-31,73.5,235.34,3
62,2024-08-31,56.72,720.93,4
62,2024-09-30,99.59,744.44,1
62,2024-10-31,84.15,1347.3,2
62,2024-11-30,64.69,1560.67,4
62,2024-12-31,70.56,1410.88,2
63,2020-01-31,69.29,1602.39,1
63,2020-02-29,64.26,1821.11,0
63,2020-03-31,77.38,1090.34,2
63,2020-04-30,75.19,491.19,2
63,2020-05-31,51.75,1174.95,2
63,2020-06-30,54.79,488.62,0
63,2020-07-31,69.07,1715.53,2
63,2020-08-31,53.59,1342.19,2
63,2020-09-30,97.4,1490.31,2
63,2020-10-31,81.93,897.79,1
63,2020-11-30,81.28,1091.39,3
63,2020-12-31,82.48,1041.95,2
63,2021-01-31,73.54,899.17,1
63,2021-02-28,69.28,1154.6,0
63,2021-03-31,94.78,1759.22,3
63,2021-04-30,57.6,513.53,0
63,2021-05-31,85.31,1975.45,0
63,2021-06-30,56.77,480.22,0
63,2021-07-31,86.05,1357.19,0
63,2021-08-31,97.03,563.07,1
63,2021-09-30,54.83,271.98,0
63,2021-10-31,79.96,341.93,2
63,2021-11-30,74.51,251.94,4
63,2021-12-31,63.92,372.17,4
63,2022-01-31,60.77,1499.44,4
63,2022-02-28,64.22,1486.45,0
63,2022-03-31,70.2,1421.03,4
63,2022-04-30,52.6,633.73,4
63,2022-05-31,58.28,567.33,1
63,2022-06-30,69.73,523.72,4
63,2022-07-31,72.75,723.17,2
63,2022-08-31,92.25,1863.59,1
63,2022-09-30,62.37,922.43,2
63,2022-10-31,80.16,1404.02,2
63,2022-11-30,72.29,823.84,4
63,2022-12-31,93.11,486.75,0
63,2023-01-31,60.92,1285.31,0
63,2023-02-28,52.58,806.47,3
63,2023-03-31,86.06,471.19,4
63,2023-04-30,58.35,601.01,2
63,2023-05-31,87.39,915.42,4
63,2023-06-30,62.62,872.76,2
63,2023-07-31,58.65,1428.96,3
63,2023-08-31,85.82,609.7,1
63,2023-09-30,75.75,1665.17,1
63,2023-10-31,55.92,651.18,4
63,2023-11-30,91.8,1884.63,2
63,2023-12-31,86.65,395.68,1
63,2024-01-31,87.73,1498.93,1
63,2024-02-29,89.6,1537.0,2
63,2024-03-31,89.86,1022.56,1
63,2024-04-30,71.83,366.36,0
63,2024-05-31,88.92,301.48,3
63,2024-06-30,85.59,305.18,0
63,2024-07-31,80.65,510.41,3
63,2024-08-31,95.36,1456.82,2
63,2024-09-30,86.72,417.51,0
63,2024-10-31,78.49,750.91,2
63,2024-11-30,69.57,1207.31,1
63,2024-12-31,98.19,1875.52,2
64,2020-01-31,61.65,1259.56,2
64,2020-02-29,54.17,210.14,4
64,2020-03-31,88.14,860.73,1
64,2020-04-30,75.82,370.59,3
